scenario,variant,iter,op,cycles,time_us,energy_uj,heap_free,heap_min,stack_hwm_bytes
s2,ML-KEM-512,94,keygen,1210089,7565,1983,348192,346636,22348
s2,ML-KEM-512,94,encaps,1426984,8923,2307,348192,346636,22348
s2,ML-KEM-512,94,decaps,1723998,10776,2689,348192,346636,22348
s2,ML-KEM-512,95,keygen,1214655,7593,1969,348192,346636,22348
s2,ML-KEM-512,95,encaps,1425087,8911,2418,348192,346636,22348
s2,ML-KEM-512,95,decaps,1723786,10774,3033,348192,346636,22348
s2,ML-KEM-512,96,keygen,1210251,7566,1952,348192,346636,22348
s2,ML-KEM-512,96,encaps,1429986,8942,2402,348192,346636,22348
s2,ML-KEM-512,96,decaps,1723554,10773,2713,348192,346636,22348
s2,ML-KEM-512,97,keygen,1212813,7582,2052,348192,346636,22348
s2,ML-KEM-512,97,encaps,1423973,8903,2446,348192,346636,22348
s2,ML-KEM-512,97,decaps,1720848,10756,3081,348192,346636,22348
s2,ML-KEM-512,98,keygen,1211221,7572,1994,348192,346636,22348
s2,ML-KEM-512,98,encaps,1429799,8940,2494,348192,346636,22348
s2,ML-KEM-512,98,decaps,1718766,10744,3071,348192,346636,22348
s2,ML-KEM-512,99,keygen,1212979,7583,1979,348192,346636,22348
s2,ML-KEM-512,99,encaps,1426503,8920,2510,348192,346636,22348
s2,ML-KEM-512,99,decaps,1722252,10766,3089,348192,346636,22348
